"Counting","AGEP Age","MB by Commonwealth Electoral Divisions (UR)","Count"
"Persons Place of Usual Residence","42","Monash",1401
"Persons Place of Usual Residence","42","Bendigo",1757
"Persons Place of Usual Residence","42","Wannon",1804
"Persons Place of Usual Residence","42","Mallee",1812
"Persons Place of Usual Residence","42","Hawke",1928
"Persons Place of Usual Residence","42","Ballarat",1746
"Persons Place of Usual Residence","42","Gippsland",1508
"Persons Place of Usual Residence","42","Flinders",1795
"Persons Place of Usual Residence","42","Wills",2146
"Persons Place of Usual Residence","42","Melbourne",2087
"Persons Place of Usual Residence","42","Cooper",2337
"Persons Place of Usual Residence","42","Maribyrnong",2053
"Persons Place of Usual Residence","42","Macnamara",2365
"Persons Place of Usual Residence","42","Higgins",2021
"Persons Place of Usual Residence","42","Kooyong",2069
"Persons Place of Usual Residence","42","Menzies",2201
"Persons Place of Usual Residence","42","Chisholm",2254
"Persons Place of Usual Residence","42","Deakin",2264
"Persons Place of Usual Residence","42","Goldstein",2206
"Persons Place of Usual Residence","42","Hotham",2409
"Persons Place of Usual Residence","42","Isaacs",2442
"Persons Place of Usual Residence","42","Jagajaga",2275
"Persons Place of Usual Residence","42","Scullin",2073
"Persons Place of Usual Residence","42","Gorton",2529
"Persons Place of Usual Residence","42","Calwell",1933
"Persons Place of Usual Residence","42","Aston",2149
"Persons Place of Usual Residence","42","La Trobe",1767
"Persons Place of Usual Residence","42","Bruce",2389
"Persons Place of Usual Residence","42","Holt",2121
"Persons Place of Usual Residence","42","Fraser",2272
"Persons Place of Usual Residence","42","Lalor",2166
"Persons Place of Usual Residence","42","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","42","No usual address (Vic.)",125
"Persons Place of Usual Residence","42","Total",80514
"Persons Place of Usual Residence","43","Casey",2173
"Persons Place of Usual Residence","43","Dunkley",2227
"Persons Place of Usual Residence","43","Gellibrand",2588
"Persons Place of Usual Residence","43","Nicholls",1891
"Persons Place of Usual Residence","43","Indi",1753
"Persons Place of Usual Residence","43","Corio",1967
"Persons Place of Usual Residence","43","Corangamite",1601
"Persons Place of Usual Residence","43","McEwen",1973
"Persons Place of Usual Residence","43","Monash",1516
"Persons Place of Usual Residence","43","Bendigo",1755
"Persons Place of Usual Residence","43","Wannon",1821
"Persons Place of Usual Residence","43","Mallee",1844
"Persons Place of Usual Residence","43","Hawke",1933
"Persons Place of Usual Residence","43","Ballarat",1791
"Persons Place of Usual Residence","43","Gippsland",1758
"Persons Place of Usual Residence","43","Flinders",1837
"Persons Place of Usual Residence","43","Wills",1962
"Persons Place of Usual Residence","43","Melbourne",1876
"Persons Place of Usual Residence","43","Cooper",2299
"Persons Place of Usual Residence","43","Maribyrnong",2186
"Persons Place of Usual Residence","43","Macnamara",2242
"Persons Place of Usual Residence","43","Higgins",1967
"Persons Place of Usual Residence","43","Kooyong",2249
"Persons Place of Usual Residence","43","Menzies",2262
"Persons Place of Usual Residence","43","Chisholm",2277
"Persons Place of Usual Residence","43","Deakin",2377
"Persons Place of Usual Residence","43","Goldstein",2371
"Persons Place of Usual Residence","43","Hotham",2423
"Persons Place of Usual Residence","43","Isaacs",2340
"Persons Place of Usual Residence","43","Jagajaga",2175
"Persons Place of Usual Residence","43","Scullin",2172
"Persons Place of Usual Residence","43","Gorton",2445
"Persons Place of Usual Residence","43","Calwell",1853
"Persons Place of Usual Residence","43","Aston",2131
"Persons Place of Usual Residence","43","La Trobe",1797
"Persons Place of Usual Residence","43","Bruce",2362
"Persons Place of Usual Residence","43","Holt",2175
"Persons Place of Usual Residence","43","Fraser",2378
"Persons Place of Usual Residence","43","Lalor",2082
"Persons Place of Usual Residence","43","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","43","No usual address (Vic.)",113
"Persons Place of Usual Residence","43","Total",80942
"Persons Place of Usual Residence","44","Casey",2354
"Persons Place of Usual Residence","44","Dunkley",2395
"Persons Place of Usual Residence","44","Gellibrand",2542
"Persons Place of Usual Residence","44","Nicholls",1964
"Persons Place of Usual Residence","44","Indi",2042
"Persons Place of Usual Residence","44","Corio",2112
"Persons Place of Usual Residence","44","Corangamite",1739
"Persons Place of Usual Residence","44","McEwen",2113
"Persons Place of Usual Residence","44","Monash",1609
"Persons Place of Usual Residence","44","Bendigo",1851
"Persons Place of Usual Residence","44","Wannon",1888
"Persons Place of Usual Residence","44","Mallee",1951
"Persons Place of Usual Residence","44","Hawke",2108
"Persons Place of Usual Residence","44","Ballarat",1936
"Persons Place of Usual Residence","44","Gippsland",1787
"Persons Place of Usual Residence","44","Flinders",1969
"Persons Place of Usual Residence","44","Wills",2116
"Persons Place of Usual Residence","44","Melbourne",1828
"Persons Place of Usual Residence","44","Cooper",2290
"Persons Place of Usual Residence","44","Maribyrnong",2239
"Persons Place of Usual Residence","44","Macnamara",2364
"Persons Place of Usual Residence","44","Higgins",2186
"Persons Place of Usual Residence","44","Kooyong",2232
"Persons Place of Usual Residence","44","Menzies",2214
"Persons Place of Usual Residence","44","Chisholm",2550
"Persons Place of Usual Residence","44","Deakin",2429
"Persons Place of Usual Residence","44","Goldstein",2370
"Persons Place of Usual Residence","44","Hotham",2570
"Persons Place of Usual Residence","44","Isaacs",2457
"Persons Place of Usual Residence","44","Jagajaga",2302
"Persons Place of Usual Residence","44","Scullin",2081
"Persons Place of Usual Residence","44","Gorton",2498
"Persons Place of Usual Residence","44","Calwell",1889
"Persons Place of Usual Residence","44","Aston",2175
"Persons Place of Usual Residence","44","La Trobe",1955
"Persons Place of Usual Residence","44","Bruce",2474
"Persons Place of Usual Residence","44","Holt",2203
"Persons Place of Usual Residence","44","Fraser",2335
"Persons Place of Usual Residence","44","Lalor",2062
"Persons Place of Usual Residence","44","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","44","No usual address (Vic.)",128
"Persons Place of Usual Residence","44","Total",84322
"Persons Place of Usual Residence","45","Casey",2362
"Persons Place of Usual Residence","45","Dunkley",2481
"Persons Place of Usual Residence","45","Gellibrand",2566
"Persons Place of Usual Residence","45","Nicholls",1965
"Persons Place of Usual Residence","45","Indi",2069
"Persons Place of Usual Residence","45","Corio",2066
"Persons Place of Usual Residence","45","Corangamite",1769
"Persons Place of Usual Residence","45","McEwen",2056
"Persons Place of Usual Residence","45","Monash",1691
"Persons Place of Usual Residence","45","Bendigo",1962
"Persons Place of Usual Residence","45","Wannon",1978
"Persons Place of Usual Residence","45","Mallee",2160
"Persons Place of Usual Residence","45","Hawke",2027
"Persons Place of Usual Residence","45","Ballarat",1905
"Persons Place of Usual Residence","45","Gippsland",1904
"Persons Place of Usual Residence","45","Flinders",2033
"Persons Place of Usual Residence","45","Wills",2135
"Persons Place of Usual Residence","45","Melbourne",1955
"Persons Place of Usual Residence","45","Cooper",2471
"Persons Place of Usual Residence","45","Maribyrnong",2235
"Persons Place of Usual Residence","45","Macnamara",2406
"Persons Place of Usual Residence","45","Higgins",2167
"Persons Place of Usual Residence","45","Kooyong",2491
"Persons Place of Usual Residence","45","Menzies",2504
"Persons Place of Usual Residence","45","Chisholm",2478
"Persons Place of Usual Residence","45","Deakin",2389
"Persons Place of Usual Residence","45","Goldstein",2690
"Persons Place of Usual Residence","45","Hotham",2645
"Persons Place of Usual Residence","45","Isaacs",2543
"Persons Place of Usual Residence","45","Jagajaga",2365
"Persons Place of Usual Residence","45","Scullin",2211
"Persons Place of Usual Residence","45","Gorton",2390
"Persons Place of Usual Residence","45","Calwell",1981
"Persons Place of Usual Residence","45","Aston",2363
"Persons Place of Usual Residence","45","La Trobe",1906
"Persons Place of Usual Residence","45","Bruce",2549
"Persons Place of Usual Residence","45","Holt",2166
"Persons Place of Usual Residence","45","Fraser",2368
"Persons Place of Usual Residence","45","Lalor",2069
"Persons Place of Usual Residence","45","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","45","No usual address (Vic.)",138
"Persons Place of Usual Residence","45","Total",86598
"Persons Place of Usual Residence","46","Casey",2268
"Persons Place of Usual Residence","46","Dunkley",2238
"Persons Place of Usual Residence","46","Gellibrand",2308
"Persons Place of Usual Residence","46","Nicholls",1903
"Persons Place of Usual Residence","46","Indi",1884
"Persons Place of Usual Residence","46","Corio",1957
"Persons Place of Usual Residence","46","Corangamite",1536
"Persons Place of Usual Residence","46","McEwen",2003
"Persons Place of Usual Residence","46","Monash",1583
"Persons Place of Usual Residence","46","Bendigo",1830
"Persons Place of Usual Residence","46","Wannon",1905
"Persons Place of Usual Residence","46","Mallee",2052
"Persons Place of Usual Residence","46","Hawke",1921
"Persons Place of Usual Residence","46","Ballarat",1802
"Persons Place of Usual Residence","46","Gippsland",1765
"Persons Place of Usual Residence","46","Flinders",1937
"Persons Place of Usual Residence","46","Wills",1999
"Persons Place of Usual Residence","46","Melbourne",1723
"Persons Place of Usual Residence","46","Cooper",2283
"Persons Place of Usual Residence","46","Maribyrnong",2193
"Persons Place of Usual Residence","46","Macnamara",2091
"Persons Place of Usual Residence","46","Higgins",1990
"Persons Place of Usual Residence","46","Kooyong",2442
"Persons Place of Usual Residence","46","Menzies",2408
"Persons Place of Usual Residence","46","Chisholm",2392
"Persons Place of Usual Residence","46","Deakin",2323
"Persons Place of Usual Residence","46","Goldstein",2543
"Persons Place of Usual Residence","46","Hotham",2447
"Persons Place of Usual Residence","46","Isaacs",2422
"Persons Place of Usual Residence","46","Jagajaga",2245
"Persons Place of Usual Residence","46","Scullin",2044
"Persons Place of Usual Residence","46","Gorton",2249
"Persons Place of Usual Residence","46","Calwell",2062
"Persons Place of Usual Residence","46","Aston",2190
"Persons Place of Usual Residence","46","La Trobe",1823
"Persons Place of Usual Residence","46","Bruce",2386
"Persons Place of Usual Residence","46","Holt",2043
"Persons Place of Usual Residence","46","Fraser",2198
"Persons Place of Usual Residence","46","Lalor",1885
"Persons Place of Usual Residence","46","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","46","No usual address (Vic.)",98
"Persons Place of Usual Residence","46","Total",81389
"Persons Place of Usual Residence","47","Casey",2213
"Persons Place of Usual Residence","47","Dunkley",2247
"Persons Place of Usual Residence","47","Gellibrand",2238
"Persons Place of Usual Residence","47","Nicholls",2005
"Persons Place of Usual Residence","47","Indi",1937
"Persons Place of Usual Residence","47","Corio",1960
"Persons Place of Usual Residence","47","Corangamite",1538
"Persons Place of Usual Residence","47","McEwen",1888
"Persons Place of Usual Residence","47","Monash",1685
"Persons Place of Usual Residence","47","Bendigo",1814
"Persons Place of Usual Residence","47","Wannon",2031
"Persons Place of Usual Residence","47","Mallee",2150
"Persons Place of Usual Residence","47","Hawke",1888
"Persons Place of Usual Residence","47","Ballarat",1890
"Persons Place of Usual Residence","47","Gippsland",1930
"Persons Place of Usual Residence","47","Flinders",1821
"Persons Place of Usual Residence","47","Wills",1862
"Persons Place of Usual Residence","47","Melbourne",1706
"Persons Place of Usual Residence","47","Cooper",2175
"Persons Place of Usual Residence","47","Maribyrnong",2097
"Persons Place of Usual Residence","47","Macnamara",2052
"Persons Place of Usual Residence","47","Higgins",2043
"Persons Place of Usual Residence","47","Kooyong",2465
"Persons Place of Usual Residence","47","Menzies",2363
"Persons Place of Usual Residence","47","Chisholm",2545
"Persons Place of Usual Residence","47","Deakin",2299
"Persons Place of Usual Residence","47","Goldstein",2397
"Persons Place of Usual Residence","47","Hotham",2328
"Persons Place of Usual Residence","47","Isaacs",2258
"Persons Place of Usual Residence","47","Jagajaga",2257
"Persons Place of Usual Residence","47","Scullin",2046
"Persons Place of Usual Residence","47","Gorton",2222
"Persons Place of Usual Residence","47","Calwell",1973
"Persons Place of Usual Residence","47","Aston",2209
"Persons Place of Usual Residence","47","La Trobe",1754
"Persons Place of Usual Residence","47","Bruce",2339
"Persons Place of Usual Residence","47","Holt",1960
"Persons Place of Usual Residence","47","Fraser",2160
"Persons Place of Usual Residence","47","Lalor",1881
"Persons Place of Usual Residence","47","Migratory - Offshore - Shipping (Vic.)",0
